"Status","Name","Duration in ms","Description"
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_warm_word_save[错参-warmResponseEnable缺失-{""robotId"":""877"",""getContactDontSendEnable"":true,""warmSendLimitEnable"":true,""warmSendLimitNums"":5,""warmWordList"":","34","
        机器人暖场语保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_warm_word_save[正常保存-开启暖场语(增加一条暖场语）-{""robotId"":""877"",""warmResponseEnable"":""true"",""getContactDontSendEnable"":true,""warmSendLimitEnable"":true,""warmSendLimitNums"":5,""warmWordList"":","87","
        机器人暖场语保存
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_cite_faq","44","
        预置问答问答对配置信息--引用
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_greeting_query","79","
        机器人欢迎语查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_greeting_query","46","
        机器人欢迎语查询
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_save_faq[重复保存-配置信息-{""data"":{""question"": ""ZL-接口测试222"", ""categoryId"": ""0"",""similarQuestionforms"": [{""question"": ""ZL-接口测试2222-1""}],""answerForms"": ","56","
        常规问答问答对配置信息--保存
        "
"passed","pytest.test_robot_faq_category.TestRobotFaqCategory#test_query_category","45","
        常规问答问答对分类信息--查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_want_toask_query","83","
        机器人猜你想问查询
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_search_standard_questions","57","
        预置回答问答对配置信息--根据分类和模板Id，模糊查询问题/答案分页数据
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_save","40","
        机器人转人工设置保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_save","43","
        机器人转人工设置保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guest_settings_save[正常保存-仅开启热点问题-{""robotId"":""877"",""hotQuestion"":{""robotId"":""877"",""hotQuestionEnable"":""true"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":""热点问题"",""hotQuestionList"":","89","
        机器人访客端保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guest_settings_save[正常保存-开启关联问题+猜你想问-{""robotId"":""877"",""hotQuestion"":{""robotId"":""877"",""hotQuestionEnable"":""false"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":"""",""hotQuestionList"":","61","
        机器人访客端保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_threshold_query","122","
        机器人阈值范围查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_un_problem_query","41","
        机器人未知问题回复查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guide_save[错参-robotId为空-{""robotId"":"""",""guideResponseEnable"":""true"",""guideWordList"":","36","
        机器人引导语保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_related_related_question_query","40","
        机器人关联问题查询
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_change_category","48","
        常规问答问答对配置信息--批量修改分类
        "
"passed","pytest.test_robot_faq_category.TestRobotFaqCategory#test_save_category","54","
        常规问答问答对分类信息--保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_warm_word_save[正常保存-开启暖场语(增加两条暖场语）-{""robotId"":""877"",""warmResponseEnable"":""true"",""getContactDontSendEnable"":true,""warmSendLimitEnable"":true,""warmSendLimitNums"":5,""warmWordList"":","58","
        机器人暖场语保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_add","42","
        新增robot
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_hot_question_save[错参-robotId为空-{""robotId"":"""",""hotQuestionEnable"":""true"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":""通过热点接口添加-热点问题"",""hotQuestionList"":","48","
        机器人热点问题保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_want_toask_query","46","
        机器人猜你想问查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_related_question_save","43","
        机器人关联问题保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_login","47","
        登录robot
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_query_faq","41","
        常规问答问答对配置信息--根据分类和机器人Id查询问题分页数据
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_edit","53","
        编辑robot
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_threshold_save","43","
        机器人阈值范围保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_greeting_save","39","
        机器人欢迎语保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_advance_settings_save","44","
        机器人高级设置保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_query_faq[正常查询-仅必参userId和robotId，搜索全部分类的全部信息-{""userId"": ""11"",""robotId"": ""877""}-es-robot_faq-{""query"":{""bool"":{""must"":[{""match"":{""userId"":11}},{""match"":{""robotId"":877}},{""match"":{""parentId"":0}}]}},""sort"":","207","
        常规问答问答对配置信息--根据分类和机器人Id查询问题分页数据
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guide_query","45","
        机器人引导语查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_threshold_query","64","
        机器人阈值范围查询
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_search_page","43","
        常规问答问答对配置信息--模糊查询分页数据
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guest_settings_save[正常保存-仅开启关联问题-{""robotId"":""877"",""hotQuestion"":{""robotId"":""877"",""hotQuestionEnable"":""false"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":"""",""hotQuestionList"":","64","
        机器人访客端保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_change_category[单个转移-{""ids"":"" ","79","
        常规问答问答对配置信息--批量修改分类
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_edit","47","
        编辑robot
        "
"failed","pytest.test_robot_faq.TestRobotFaq#test_check_question","60","
        常规问答问答对配置信息--相似性判断--标准问题
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_greeting_query","45","
        机器人欢迎语查询
        "
"failed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_check_question","89","
        预置问答问答对配置信息--验证标准问题
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_want_toask_save","42","
        机器人猜你想问保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_threshold_save","41","
        机器人阈值范围保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_login","44","
        登录robot
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_query","64","
        机器人转人工设置查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guest_settings_query","112","
        机器人机器人访客端查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guide_save[异常保存-intervalSeconds为负数-{""robotId"":""877"",""guideResponseEnable"":""true"",""guideWordList"":","38","
        机器人引导语保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_unproblem_save[正常保存-开启未知问题回复，并增加2条回复-{""robotId"":""877"",""unknowResponseEnable"":""true"",""unknowResponseList"":","73","
        机器人未知问题保存
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_search_standard_questions[正常查询-查询keyName = answer，翻页第二页查询-{""templateId"": ""5"",""keyName"":""answer"",""curPage"":2,""pageSize"":10}-esanswer--template_faq_answer--{""query"":{""match"":{""templateId"":5}},""sort"":[{""modifyTime"":{""order"":""desc""}}],""size"":10,""from"":10,""_source"":","151","
        预置回答问答对配置信息--根据分类和模板Id，模糊查询问题/答案分页数据
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_warm_word_query","43","
        机器人暖场语查询
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_delete_faq[正常删除-{ ""ids"":""","94","
        常规问答问答对配置信息--删除
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_unproblem_save[异常保存-delaySecondsFrom为负数-{""robotId"":""877"",""unknowResponseEnable"":""true"",""unknowResponseList"":","66","
        机器人未知问题保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_detail","59","
        详情robot
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_unproblem_save[错参-robotId为空-{""robotId"":"""",""unknowResponseEnable"":""true"",""unknowResponseList"":","76","
        机器人未知问题保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_change_category","104","
        常规问答问答对配置信息--批量修改分类
        "
"failed","pytest.test_robot_config.TestRobotConfig#test_robot_guest_settings_save[异常保存-仅开启猜你想问，并设置showNumberLimit条数为负数-{""robotId"":""877"",""hotQuestion"":{""robotId"":""877"",""hotQuestionEnable"":""false"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":"""",""hotQuestionList"":","67","
        机器人访客端保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_hot_question_save[异常保存-faqId为空-{""robotId"":""877"",""hotQuestionEnable"":""false"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":""通过热点接口添加-热点问题"",""hotQuestionList"":","74","
        机器人热点问题保存
        "
"passed","pytest.test_robot_faq_category.TestRobotFaqCategory#test_delete_category","128","
        常规问答问答对分类信息--删除
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_query_faq_template_category","39","
        预置问答问答对分类信息--查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_query","53","
        机器人转人工设置查询
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_query_template_query_page[正常查询-仅templateId+curPage+pageSize-{""templateId"": 5,""curPage"": 1,""pageSize"": 10}-es--template_faq--{""query"":{""bool"":{""must"":[{""match"":{""categoryId"":0}},{""match"":{""templateId"":5}}]}},""size"":10,""from"":0,""sort"":","323","
        预置回答问答对配置信息--根据分类和模板Id查询问题分页数据
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_related_question_save","40","
        机器人关联问题保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_check_question","63","
        常规问答问答对配置信息--相似性判断--标准问题
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_greeting_save","49","
        机器人欢迎语保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_edit","56","
        编辑robot
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_query","47","
        查询robot
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_delete","68","
        删除robot
        "
"failed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_query_template_query_page","75","
        预置回答问答对配置信息--根据分类和模板Id查询问题分页数据
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_set_status","48","
        开启/停用robot
        "
"failed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_search_standard_questions[正常查询-查询问题-{""templateId"": ""5"", ""keyword"": ""瘦脸针要打几针"", ""keyName"": ""question"", ""curPage"": 1, ""pageSize"": 10}-esanswer--template_faq--{""query"":{""bool"":{""must"":[{""match"":{""templateId"":5}},{""match"":{""question"":""瘦脸针要打几针""}}]}},""size"":10,""from"":0,""sort"":","238","
        预置回答问答对配置信息--根据分类和模板Id，模糊查询问题/答案分页数据
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_save","44","
        机器人转人工设置保存
        "
"failed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_save_faq[正常添加-添加相似问题及答案，且答案不设置触发条件-{""data"":{""question"":""zl-test分类测试问题3"",""categoryId"":""904"",""similarQuestionforms"":[{""question"":""zl-test分类测试问题3-1""}],""answerForms"":","61","
        预置问答问答对分类信息--保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_advance_settings_save","42","
        机器人高级设置保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_save_faq[错参-userId缺少-{""data"":{""question"": ""ZL-测试配置问答对信息1"", ""categoryId"": ""895"",""similarQuestionforms"": [{""question"": ""ZL-测试配置问答对信息1-1""}],""answerForms"": ","39","
        常规问答问答对配置信息--保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_save","47","
        机器人转人工设置保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_hot_question_save[错参-userId为空-{""robotId"":""877"",""hotQuestionEnable"":""true"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":""通过热点接口添加-热点问题"",""hotQuestionList"":","53","
        机器人热点问题保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_greeting_save","51","
        机器人欢迎语保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_set_status","49","
        开启/停用robot
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_related_question_save","42","
        机器人关联问题保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_save","78","
        机器人转人工设置保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_save_faq[正常保存-配置信息（包含相似问题），状态为关闭-{""data"":{""question"": ""ZL-接口测试333"", ""categoryId"": ""0"",""similarQuestionforms"": [{""question"": ""ZL-接口测试3-1""}],""answerForms"": ","194","
        常规问答问答对配置信息--保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_query_faq","37","
        常规问答问答对配置信息--根据分类和机器人Id查询问题分页数据
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_want_toask_save","42","
        机器人猜你想问保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_threshold_query","45","
        机器人阈值范围查询
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_edit","39","
        编辑robot
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_warm_word_save[错参-userId缺失-{""robotId"":""877"",""warmResponseEnable"":""true"",""getContactDontSendEnable"":true,""warmSendLimitEnable"":true,""warmSendLimitNums"":5,""warmWordList"":","82","
        机器人暖场语保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_advance_settings_save","42","
        机器人高级设置保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_change_status[批量设置-启用-{""ids"": ""","53","
        常规问答问答对配置信息--批量修改状态
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_unproblem_save[缺参-userId为空-{""robotId"":""877"",""unknowResponseEnable"":""true"",""unknowResponseList"":","49","
        机器人未知问题保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_add","42","
        新增robot
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_query_faq_by_id","115","
        预置回答问答对配置信息--根据ID查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_warm_word_query","43","
        机器人暖场语查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_artificial_settings_save","45","
        机器人转人工设置保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_un_problem_query","45","
        机器人未知问题回复查询
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_threshold_save","82","
        机器人阈值范围保存
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guest_settings_save[缺参-wantToAskEnable为空-{""robotId"":""877"",""hotQuestion"":{""robotId"":""877"",""hotQuestionEnable"":""false"",""hotDataMode"":""MANUAL_ADD"",""guideWord"":"""",""hotQuestionList"":","43","
        机器人访客端保存
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_detail","69","
        详情robot
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_guide_save[缺参-guideResponseEnable缺失-{""robotId"":""877"",""guideWordList"":","41","
        机器人引导语保存
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_change_category[批量转移-{""ids"":""","66","
        常规问答问答对配置信息--批量修改分类
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_delete_faq","50","
        常规问答问答对配置信息--删除
        "
"failed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_search_standard_questions[正常查询-查询答案-{""templateId"": ""5"", ""keyword"": ""瘦脸针"", ""keyName"": ""answer"", ""curPage"": 1, ""pageSize"": 10}-esanswer--template_faq_answer--{""query"":{""bool"":{""must"":[{""match"":{""templateId"":5}},{""match"":{""content"":""瘦脸针要""}}]}},""size"":10,""from"":0,""sort"":","180","
        预置回答问答对配置信息--根据分类和模板Id，模糊查询问题/答案分页数据
        "
"passed","pytest.test_robot_manage.TestRobotManage#test_robot_add","44","
        新增robot
        "
"failed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_check_question","61","
        预置问答问答对配置信息--验证标准问题
        "
"passed","pytest.test_robot_faq.TestRobotFaq#test_check_question","45","
        常规问答问答对配置信息--相似性判断--标准问题
        "
"passed","pytest.test_robot_template_category.TestRobotTemplateCategory#test_check_question","61","
        预置问答问答对配置信息--验证标准问题
        "
"passed","pytest.test_robot_config.TestRobotConfig#test_robot_warm_word_query","44","
        机器人暖场语查询
        "
